name,calories,totalfat,carbs,protein
"Turnip reens and turnips, without salt, drained, boiled, cooked, frozen",35,0.4,4.85 ,2.99
"Cereals ready-to-eat, KELLO'S Low Fat ranola without Raisins, KELLO",389,5.7,80.90 ,8.70
"KFC, meat and skin with breadin, Drumstick, EXTRA CRISPY, Fried Chicken",274,18,7.96 ,20.62
"KFC, meat and skin with breadin, Breast, ORIINAL RECIPE, Fried Chicken",231,13,6.28 ,21.94
"Chicken, roasted, meat and skin and iblets and neck, broilers or fryers",234,13,0.06 ,26.78
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham, cured",148,4.1,0.74 ,27.18
"Cereals, without salt, prepared with water, plain, oriinal, MALT-O-MEAL",48,0.1,10.09 ,1.67
"Turnover, frozen, reduced fat, and veetable-filled, chicken- or turkey-",168,5.5,21.74 ,7.87
"Fish, drained solids with bone, canned in tomato sauce, Pacific, sardine",185,10,0.54 ,20.86
"Mararine-like spread with yourt, with salt, tub, approximately 40% fat",330,35,2.00 ,2.00
"Apple juice, without added ascorbic acid, unsweetened, canned or bottled",46,0.1,11.30 ,0.10
"Oil, canola (partially hydroenated) oil for deep fat fryin, industrial",884,100,0.00 ,0.00
"Restaurant, Arroz con habichuelas colorados (Rice And Red Beans), Latino",142,3.5,23.74 ,3.96
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, pinto",20,0.3,3.50 ,1.86
"Beans, with salt, drained, boiled, cooked, frozen, immature seeds, pinto",162,0.5,30.87 ,9.31
"Cereals, without salt, cooked with water, whole wheat hot natural cereal",62,0.4,13.70 ,2.00
"Pork, raw, separable lean only, boneless, top loin (roasts), loin, fresh",132,4.1,0.00 ,22.39
"Mushrooms, raw, exposed to ultraviolet liht, or crimini, italian, brown",22,0.1,4.30 ,2.50
"Snacks, unenriched, cheese-flavor, puffs or twists, extruded, corn-based",558,36,54.10 ,5.76
"Beef composite, cooked, choice, trimmed to 1/8"" fat, separable lean only",203,9.2,0.00 ,28.73
"Cereals ready-to-eat, NATURE VALLEY LOW FAT FRUIT RANOLA, ENERAL MILLS",381,4.7,79.40 ,7.90
"Bread, made with tapioca starch and brown rice flour, white, luten-free",298,8,51.15 ,5.40
"Potatoes, whole milk and butter, prepared with water, dry mix, scalloped",93,4.3,12.77 ,2.12
"Potatoes, whole milk and butter, prepared with water, dry mix, au ratin",93,4.1,12.84 ,2.30
"Pork, broiled, cooked, separable lean and fat, boneless, Shoulder breast",162,4.5,0.00 ,28.47
"Beef, raw, separable lean and fat, chuck eye roll, imported, New Zealand",181,11,0.00 ,19.38
"Cereals ready-to-eat, KELLO'S SPECIAL K Chocolatey Strawberry, KELLO",368,3.9,83.30 ,6.90
"Soup, prepared with equal volume water, canned, mushroom with beef stock",35,1.7,3.81 ,1.29
"Coffeecake, enriched, commercially prepared, cinnamon with crumb toppin",418,23,46.70 ,6.80
"ame meat, broiled, cooked, 1"" steak, separable lean only, ribeye, bison",177,5.7,0.00 ,29.45
"Beef, braised, cooked, separable lean only, flank, imported, New Zealand",194,7.9,0.00 ,30.75
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole rain Pasta Soup,40,0.8,4.28 ,3.80
"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham, cured",177,8.9,0.64 ,23.95
"Cereals ready-to-eat, Peanut Butter, Multi rain CHEERIOS, ENERAL MILLS",390,6.2,82.00 ,6.80
"Leeks, with salt, drained, boiled, cooked, (bulb and lower leaf-portion)",31,0.2,7.62 ,0.81
"KEEBLER, Peanut Butter, Maic Middles Fude Filled Cookies, FUDE SHOPPE",514,28,59.20 ,6.90
"Beef, raw, separable lean only, brisket point end, imported, New Zealand",125,4.6,0.00 ,20.92
"Fast foods, with condiments, reular patty and bun, double, cheeseburer",282,16,17.97 ,16.24
"Cereals ready-to-eat, spoon-size, lihtly frosted, Shredded Wheat, POST",352,1.9,83.80 ,7.80
"Apricots, solids and liquids, with skin, extra liht syrup pack, canned",49,0.1,12.50 ,0.60
"Cowpeas (blackeyes), with salt, drained, boiled, cooked, immature seeds",94,0.4,19.73 ,3.17
"Snacks, fruit flavored with hih vitamin C, yourt-covered, candy rolls",359,6.5,74.64 ,0.46
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, navy",78,0.8,15.01 ,7.07
"MORNINSTAR FARMS Breakfast Pattie with Oranic Soy, unprepared, frozen",220,8.3,12.60 ,23.70
"Turkey, raw, with added solution, meat only, from whole bird, drumstick",115,4.1,0.15 ,19.27
"Pork, braised, cooked, separable lean only, arm picnic, shoulder, fresh",194,8.9,0.00 ,26.76
"Pork, roasted, cooked, separable lean only, arm picnic, shoulder, fresh",228,13,0.00 ,26.68
"Beans, low sodium, solids and liquid, canned, mature seeds, red, kidney",81,0.4,14.83 ,5.22
"Cereals, dry, olden brown maple, Instant Oatmeal, KASHI HEART TO HEART",356,5.1,73.59 ,11.39
"Pork, roasted, cooked, separable lean only, rump half, le (ham), fresh",165,4.6,0.00 ,28.86
"Infant formula, ready-to-feed, with DHA and ARA, OOD START SOY, NESTLE",64,3.3,7.13 ,1.60
"Fast foods, strawberry banana smoothie made with ice and low-fat yourt",65,0.1,15.05 ,0.86
"Cereals ready-to-eat, Low Fat 100% Natural ranola with Raisins, QUAKER",388,5.5,80.57 ,8.42
"Cornmeal, enriched, with wheat flour added, bolted, self-risin, yellow",348,2.9,73.43 ,8.41
"Chicken, flour, fried, cooked, meat and skin, thih, broilers or fryers",262,15,3.18 ,26.75
"Lima beans, with salt, boiled, cooked, mature seeds, thin seeded (baby)",126,0.4,23.31 ,8.04
"Sauce, ready-to-serve, basil pesto, NAPA VALLEY BISTRO, MEZZETTA, pesto",496,50,5.12 ,6.69
"rapes, solids and liquids, heavy syrup pack, thompson seedless, canned",76,0.1,19.65 ,0.48
"Beveraes, with added nutrients, ready-to-drink, orane breakfast drink",53,0,13.20 ,0.00
"Tortellini, as purchased, fresh-refrierated, pasta with cheese fillin",307,7.2,47.00 ,13.50
"Beef, raw, tonue, variety meats and by-products, imported, New Zealand",243,19,0.00 ,17.77
"Pork, broiled, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",180,7.3,0.00 ,26.76
"Split pea with ham soup, prepared with water or ready-to-serve, reduced sodium, canned",68,0.7,11.40 ,4.00
"Beef, broiled, cooked, all rades, trimmed to 0"" fat, separable lean only, steak, flank",186,7.4,0.00 ,27.89
"Infant formula, with ARA and DHA, ready-to-feed, O AND ROW, SIMILAC, ABBOTT NUTRITION",66,3.5,6.69 ,1.97
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",148,5.9,0.00 ,22.12
"Potatoes, water and mararine added, prepared from ranules with milk, dehydrated, mashed",116,4.8,16.13 ,2.13
"Infant formula, with ARA and DHA, powder, with iron, ENFACARE LIPIL, ENFAMIL, MEAD JOHNSON",514,27,56.00 ,12.50
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",124,3.3,0.00 ,23.59
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, arm pot roast, chuck",212,7.7,0.00 ,33.36
"Beveraes, prepared with whole milk, powder, with added nutrients, natural, Malted drink mix",86,3.2,10.67 ,3.67
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",208,13,0.00 ,20.69
"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural ranola with Oats, QUAKER",412,10,74.67 ,9.66
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, ribeye  petite roast/filet",125,3.7,0.00 ,22.89
"Lamb, fast roasted, cooked, separable lean and fat, rack - fully frenched, imported, New Zealand",195,11,0.01 ,23.56
"Fast foods, roast beef and ham on white bread with lettuce and tomato, turkey, submarine sandwich",146,2.4,20.36 ,10.66
"Beveraes, contains caffeine, with sodium saccharin, cola or pepper-types, low calorie, carbonated",0,0,0.10 ,0.00
"Beef, raw, all rades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",153,6.5,0.00 ,22.22
"Beef, raw, all rades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",169,9.3,0.05 ,20.95
"Infant formula, ready- to- feed with ARA and DHA, Diarrhea, Expert Care, SIMILAC, ABBOTT NUTRITION",66,3.6,6.67 ,1.76
"Beef, braised, cooked, all rades, trimmed to 0"" fat, separable lean and fat, arm pot roast, chuck",297,19,0.00 ,28.94
"School Lunch, frozen, BI DADDY'S LS 16"" 51% Whole rain Rolled Ede Turkey Pepperoni Pizza, pizza",248,9.3,27.35 ,13.63
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",243,19,0.00 ,17.06
"Beef, broiled, cooked, all rades, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",243,14,0.00 ,26.96
"Beef, raw, all rades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",228,17,0.12 ,19.26
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",149,6.5,0.23 ,22.50
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",135,4.9,0.00 ,22.77
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",330,26,0.00 ,23.10
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",315,24,0.00 ,22.73
"Beef, rilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",177,6.1,0.00 ,28.41
"Beef, rilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",186,7.3,0.00 ,28.22
"Beef, braised, cooked, all rades, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",341,25,0.00 ,26.78
"Beveraes, prepared with water, frozen concentrate, with pulp, breakfast type, Orane-flavor drink",49,0.1,12.21 ,0.03
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, shank half, le, domestic",180,6.7,0.00 ,28.17
"Beef, raw, all rades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",149,6.9,0.00 ,21.67
"Beef, raw, all rades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",164,8.8,0.00 ,21.17
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",198,8.7,0.00 ,28.04
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",225,12,0.00 ,28.04
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",211,11,0.00 ,25.48
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",209,12,0.00 ,24.61
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",288,17,0.00 ,32.35
"Beef, raw, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",135,4.7,0.00 ,23.30
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",149,6.3,0.00 ,22.93
"Beef, roasted, cooked, all rades, trimmed to 0"" fat, separable lean only, roast, tip round, round",174,6.2,0.00 ,27.53
"Beef, braised, cooked, all rades, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",299,21,0.00 ,28.36
"Beef, cooked, all rades, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",203,8.4,0.00 ,29.90
"SUBWAY, tomato and sweet onion sauce, sweet onion chicken teriyaki sub on white bread with lettuce",155,2.4,22.54 ,10.91
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",225,10,0.00 ,31.27
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, loin, fresh, imported, Australian",192,8.8,0.00 ,26.53
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",238,18,0.35 ,17.69
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",222,16,0.36 ,18.43
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",128,4.7,0.00 ,21.44
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",138,5.8,0.00 ,21.34
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",224,12,0.00 ,28.79
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",250,15,0.00 ,28.84
"Beef, raw, all rades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",147,6.7,0.00 ,21.72
"Creamy dressin, cholesterol-free, reduced calorie, made with sour cream and/or buttermilk and oil",140,8,16.00 ,1.00
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",155,7.6,0.00 ,21.65
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",173,10,0.00 ,20.93
"Lamb, raw, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic",665,71,0.00 ,6.65
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Sirloin Burer with Country Veetables Soup",57,1.4,7.35 ,3.27
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, roast, bottom round, round",185,7.6,0.00 ,27.23
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, steak, bottom round, round",223,9,0.00 ,33.08
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, steak, bottom round, round",206,6.3,0.00 ,34.93
"Beef, raw, all rades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",140,5.4,0.00 ,22.15
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, shank half, le, fresh, imported, Australian",133,5.1,0.00 ,20.45
"Beef, braised, cooked, all rades, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",214,7.4,0.00 ,34.66
"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, NATURAL CARE, SIMILAC, ABBOTT NUTRITION",78,4.2,8.20 ,2.12
"Beef, braised, cooked, all rades, trimmed to 0"" fat, separable lean and fat, point half, brisket",358,29,0.00 ,23.53
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, blade, shoulder, fresh, imported, Australian",164,9.1,0.00 ,19.10
"Beef, broiled, cooked, all rades, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",267,17,0.00 ,26.46
"Beef, roasted, cooked, all rades, trimmed to 1/8"" fat, separable lean and fat, roast, tenderloin",324,25,0.00 ,23.90
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",195,13,0.00 ,20.06
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",174,10,0.00 ,20.87
"Cereals, prepared with water (boilin water added or microwaved), plain, fortified, instant, oats",68,1.4,11.67 ,2.37
"Beef, raw, all rades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",214,14,0.00 ,20.49
"Beef, rilled, cooked, all rades, trimmed to 0"" fat, separable lean only, boneless, ribeye filet",199,9.2,0.17 ,28.77
"Infant formula, not reconstituted, liquid concentrate, with iron, OOD START 2 ESSENTIALS, NESTLE",125,5.1,16.50 ,3.25
"Fast foods, and mayonnaise, lettuce, with cheese, bacon and tomato club sandwich, rilled chicken",220,8.1,19.87 ,17.19
"Fast foods, and mayonnaise, lettuce, with cheese, and tomato club sandwich, bacon, crispy chicken",257,12,22.61 ,15.38
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",372,31,0.00 ,23.34
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, bone-in, back ribs, rib",341,27,0.00 ,25.56
"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",400,34,0.00 ,22.57
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",386,32,0.00 ,21.95
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",120,3,0.00 ,23.30
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",120,3,0.00 ,23.28
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",127,3.7,0.00 ,23.26
"Beef, raw, all rades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",123,4.2,0.00 ,21.30
"Fast foods, reular patty; double decker bun with condiments and special sauce, hamburer; sinle",259,13,22.69 ,12.17
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",196,8.9,0.00 ,27.01
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, tip round, round",181,7.5,0.00 ,26.57
"Pork, raw, separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh",144,5.9,0.00 ,21.23
"Duck, roasted, cooked, boneless, meat and skin, breast, White Pekin, domesticated, youn ducklin",202,11,0.00 ,24.50
"Beef, cooked, select, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",203,9.2,0.00 ,28.61
"Beef, cooked, choice, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",233,13,0.00 ,28.17
"Beef, rilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",259,17,1.81 ,24.24
"Lamb, fast roasted, cooked, separable lean and fat, rack - partly frenched, imported, New Zealand",253,18,0.04 ,22.06
"Beef, rilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye cap steak",226,13,1.10 ,25.28
"CAMPBELL'S CHUNKY Soups, rilled Chicken & Sausae umbo Soup, HEALTHY REQUEST Microwavable Bowls",53,1.2,7.35 ,2.86
"Beef, rilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",184,7.1,0.20 ,29.85
"Beef, rilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",203,9.5,0.36 ,28.99
"Beef, raw, all rades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",139,6.4,0.00 ,20.36
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",152,7.7,0.00 ,20.87
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",137,5.9,0.00 ,21.10
"Beef, raw, all rades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",129,4,0.00 ,21.69
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, lare end (ribs 6-9), rib",253,15,0.00 ,27.53
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, arm, shoulder, domestic",200,9,0.00 ,27.71
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, bottom round roast, round",169,5.3,0.00 ,28.29
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",152,7.9,0.00 ,20.07
"Beef, broiled, cooked, all rades, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",212,9.7,0.00 ,29.33
"Lamb, raw, separable lean and fat, shank off, chump off, tunnel-boned le, imported, New Zealand",121,4.1,0.00 ,20.93
